Batalhas,WinRate_Bloco,Epsilon,Reward
500,71.2,0.01,1002190.0
1000,72.6,0.01,2038350.0
1500,71.6,0.01,3054550.0
2000,75.0,0.01,4142010.0
2500,72.39999999999999,0.01,5166120.0
3000,70.8,0.01,6160010.0
3500,71.39999999999999,0.01,7164930.0
4000,70.8,0.01,8169290.0
4500,73.2,0.01,9214710.0
5000,71.8,0.01,10230670.0
5500,71.2,0.01,11229670.0
6000,69.6,0.01,12201570.0
6500,65.60000000000001,0.01,13073330.0
7000,72.2,0.01,14103270.0
7500,68.8,0.01,15054420.0
8000,67.80000000000001,0.01,15970300.0
8500,69.39999999999999,0.01,16928270.0
9000,75.0,0.01,18021930.0
9500,69.39999999999999,0.01,18976840.0
10000,72.39999999999999,0.01,20006490.0
10500,68.4,0.01,20952930.0
11000,71.8,0.01,21975970.0
11500,73.0,0.01,23027260.0
12000,74.2,0.01,24093810.0
12500,68.8,0.01,25033880.0
13000,70.19999999999999,0.01,26017650.0
13500,72.6,0.01,27051420.0
14000,70.39999999999999,0.01,28039950.0
14500,73.6,0.01,29111060.0
15000,70.0,0.01,30089260.0
