Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,59.30,593,407,240334,0.3363,13.43,46.94,-207,0,0.76,2.83,33.4,0,90785,114
2000,56.40,564,436,241500,0.3351,13.53,47.03,-285,0,0.74,2.81,34.3,1,91242,221
3000,57.80,578,422,242779,0.3340,13.62,47.10,-253,0,0.72,2.80,33.7,0,91746,325
4000,59.70,597,403,243997,0.3329,13.71,47.16,-202,0,0.70,2.86,33.3,0,92223,429
5000,60.10,601,399,245214,0.3317,13.81,47.23,-180,0,0.74,2.88,33.4,0,92703,533
6000,60.30,603,397,246325,0.3305,13.90,47.32,-184,0,0.71,2.85,33.5,0,93140,636
7000,60.70,607,393,247474,0.3293,14.00,47.37,-169,0,0.70,2.85,32.8,0,93590,739
8000,59.60,596,404,248629,0.3281,14.09,47.41,-195,0,0.71,2.92,34.2,1,94043,846
9000,62.40,624,376,249819,0.3270,14.19,47.49,-133,0,0.64,2.84,33.4,0,94511,937
10000,59.50,595,405,251055,0.3258,14.27,47.52,-203,0,0.50,2.84,32.6,0,94997,1009
