Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,68.00,680,320,415051,0.0500,34.43,55.54,77,0,0.45,3.10,32.7,0,159484,65
2000,66.70,667,333,415399,0.0500,34.49,55.55,24,0,0.46,3.08,33.4,0,159621,133
3000,67.10,671,329,415710,0.0500,34.56,55.57,29,0,0.47,3.06,33.7,0,159744,201
4000,68.10,681,319,416087,0.0500,34.63,55.58,64,0,0.42,3.06,34.7,0,159893,273
5000,64.80,648,352,416441,0.0500,34.69,55.60,-30,0,0.44,3.05,34.1,0,160032,343
6000,66.80,668,332,416828,0.0500,34.76,55.62,15,0,0.43,3.00,35.8,1,160183,415
7000,65.50,655,345,417200,0.0500,34.83,55.64,-13,0,0.44,3.03,35.1,1,160330,486
8000,66.00,660,340,417505,0.0500,34.91,55.66,17,0,0.42,3.13,35.2,1,160448,558
9000,65.10,651,349,417882,0.0500,34.97,55.67,-24,0,0.49,3.07,33.4,0,160596,628
10000,65.70,657,343,418243,0.0500,35.03,55.68,-11,0,0.45,2.97,33.8,0,160739,697
