Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,65.40,654,346,407659,0.0500,33.08,55.19,-36,0,0.44,2.95,34.1,0,156575,68
2000,65.50,655,345,408039,0.0500,33.15,55.21,-4,0,0.44,3.04,34.4,0,156726,136
3000,67.50,675,325,408391,0.0500,33.22,55.23,38,0,0.44,3.02,34.6,0,156864,206
4000,65.40,654,346,408719,0.0500,33.29,55.25,-24,0,0.44,2.97,34.8,0,156993,277
5000,66.60,666,334,409114,0.0500,33.36,55.27,2,0,0.47,3.08,34.3,0,157147,347
6000,64.80,648,352,409499,0.0500,33.43,55.28,-40,0,0.48,3.05,35.3,1,157299,420
7000,64.30,643,357,409852,0.0500,33.50,55.30,-40,0,0.44,3.00,34.2,1,157437,489
8000,64.70,647,353,410216,0.0500,33.57,55.32,-40,0,0.45,2.95,34.2,0,157582,558
9000,63.90,639,361,410624,0.0500,33.64,55.34,-74,0,0.44,2.96,34.0,0,157744,630
10000,68.70,687,313,411020,0.0500,33.70,55.35,82,0,0.44,3.11,34.3,0,157898,701
