Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.20,662,338,353279,0.1470,24.76,52.79,-18,0,0.44,2.99,34.7,0,135182,67
2000,63.20,632,368,353822,0.1456,24.83,52.83,-103,0,0.46,2.93,32.9,0,135396,133
3000,63.90,639,361,354378,0.1443,24.91,52.87,-73,0,0.44,2.98,33.9,0,135615,202
4000,64.40,644,356,354943,0.1429,24.98,52.89,-40,0,0.43,3.02,33.5,0,135836,268
5000,65.80,658,342,355504,0.1415,25.05,52.92,-7,0,0.44,3.05,34.5,0,136057,337
6000,62.80,628,372,356081,0.1401,25.12,52.93,-94,0,0.48,2.97,34.2,1,136283,405
7000,64.50,645,355,356660,0.1387,25.19,52.97,-55,0,0.46,3.03,35.3,1,136511,475
8000,63.90,639,361,357241,0.1374,25.26,52.98,-75,0,0.44,2.97,33.9,0,136740,544
9000,64.80,648,352,357792,0.1360,25.33,53.00,-24,0,0.44,3.02,34.3,1,136959,612
10000,63.60,636,364,358355,0.1346,25.41,53.03,-74,0,0.44,3.02,33.4,0,137180,680
