Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.10,661,339,364146,0.1194,26.20,53.30,-3,0,0.45,3.04,34.7,0,139456,67
2000,64.10,641,359,364697,0.1180,26.26,53.32,-70,0,0.45,2.99,33.0,0,139674,132
3000,65.80,658,342,365216,0.1167,26.33,53.35,-15,0,0.46,2.95,33.7,0,139879,199
4000,62.20,622,378,365721,0.1153,26.40,53.38,-112,0,0.47,3.00,34.0,0,140078,268
5000,66.30,663,337,366237,0.1139,26.47,53.40,9,0,0.44,3.06,32.6,0,140280,333
6000,65.20,652,348,366783,0.1125,26.54,53.42,-34,0,0.48,3.00,33.7,0,140495,401
7000,64.40,644,356,367259,0.1111,26.61,53.45,-48,0,0.48,3.03,33.3,0,140683,468
8000,67.40,674,326,367732,0.1098,26.68,53.48,14,0,0.49,3.00,33.2,0,140869,535
9000,64.40,644,356,368233,0.1084,26.75,53.49,-52,0,0.49,2.97,33.8,0,141066,602
10000,65.80,658,342,368734,0.1070,26.82,53.52,-5,0,0.44,3.01,34.5,0,141263,671
