Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,53.50,535,465,176545,0.3717,9.34,42.91,-381,0,0.71,2.81,33.6,0,65724,103
2000,57.10,571,429,178465,0.3710,9.46,43.05,-275,0,0.68,2.85,33.9,0,66478,203
3000,56.00,560,440,180458,0.3703,9.58,43.15,-308,0,0.71,2.86,33.5,0,67261,303
4000,54.40,544,456,182564,0.3696,9.69,43.27,-354,0,0.79,2.79,34.4,0,68088,418
5000,56.40,564,436,184444,0.3689,9.81,43.42,-297,0,0.75,2.80,34.5,0,68827,533
6000,59.30,593,407,186277,0.3681,9.92,43.53,-218,0,0.70,2.87,33.2,0,69548,635
7000,54.80,548,452,188198,0.3674,10.03,43.65,-350,0,0.71,2.82,34.2,0,70303,744
8000,57.70,577,423,190178,0.3667,10.13,43.76,-264,0,0.70,2.83,33.3,0,71079,844
9000,56.80,568,432,192070,0.3660,10.24,43.88,-286,0,0.70,2.81,33.4,0,71823,947
10000,54.50,545,455,193907,0.3652,10.34,43.99,-353,0,0.77,2.80,32.9,0,72545,1049
