Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.20,662,338,399940,0.0500,31.74,54.86,7,0,0.45,3.07,32.3,0,153538,64
2000,65.70,657,343,400334,0.0500,31.81,54.87,-2,0,0.45,3.07,34.3,0,153693,133
3000,66.20,662,338,400729,0.0500,31.88,54.89,-12,0,0.46,3.04,34.3,0,153849,201
4000,64.20,642,358,401156,0.0500,31.94,54.91,-57,0,0.44,2.98,34.4,0,154017,270
5000,66.00,660,340,401552,0.0500,32.01,54.93,4,1,0.44,3.01,34.4,1,154173,340
6000,68.60,686,314,401979,0.0500,32.07,54.94,69,0,0.48,3.10,33.0,0,154341,406
7000,66.50,665,335,402382,0.0500,32.13,54.95,21,0,0.44,3.02,33.4,0,154500,474
8000,65.50,655,345,402775,0.0500,32.20,54.97,-24,0,0.44,3.02,33.8,0,154654,542
9000,64.40,644,356,403184,0.0500,32.26,54.99,-43,0,0.44,3.02,32.8,0,154816,609
10000,67.60,676,324,403541,0.0500,32.34,55.00,46,0,0.50,3.03,33.1,0,154957,680
