Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,62.30,623,377,282776,0.2850,16.98,49.27,-119,0,0.44,2.96,33.7,0,107465,66
2000,60.30,603,397,283734,0.2836,17.06,49.31,-160,0,0.44,2.96,33.8,0,107842,133
3000,62.60,626,374,284656,0.2823,17.14,49.36,-107,0,0.46,2.94,32.9,0,108204,199
4000,61.60,616,384,285495,0.2809,17.23,49.40,-133,0,0.45,2.96,33.0,0,108535,265
5000,63.40,634,366,286314,0.2795,17.31,49.46,-81,0,0.44,3.00,33.3,0,108856,332
6000,63.50,635,365,287276,0.2781,17.39,49.50,-100,0,0.44,2.91,33.9,0,109233,400
7000,60.80,608,392,288207,0.2767,17.48,49.55,-172,0,0.44,2.89,34.6,0,109599,470
8000,60.10,601,399,289066,0.2754,17.57,49.60,-178,0,0.45,2.91,33.4,0,109937,538
9000,60.90,609,391,289941,0.2740,17.65,49.63,-157,0,0.44,2.93,34.0,0,110281,606
10000,61.50,615,385,290738,0.2726,17.75,49.68,-140,0,0.44,2.92,34.9,1,110594,676
