Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,62.30,623,377,322430,0.2160,21.00,51.32,-129,0,0.44,2.89,34.2,0,123052,67
2000,63.50,635,365,323011,0.2146,21.08,51.36,-75,0,0.46,3.01,33.3,0,123281,133
3000,63.80,638,362,323672,0.2133,21.16,51.39,-66,0,0.45,2.97,33.4,0,123541,199
4000,61.70,617,383,324345,0.2119,21.24,51.43,-126,0,0.47,2.90,34.0,0,123804,268
5000,64.70,647,353,324970,0.2105,21.32,51.47,-48,0,0.44,3.01,33.9,1,124050,335
6000,64.00,640,360,325681,0.2091,21.39,51.51,-77,0,0.45,3.00,33.3,0,124330,403
7000,62.90,629,371,326355,0.2077,21.47,51.55,-87,0,0.44,2.93,33.4,0,124596,469
8000,61.30,613,387,327047,0.2064,21.54,51.59,-120,0,0.45,2.94,33.9,0,124869,538
9000,65.10,651,349,327686,0.2050,21.62,51.63,-37,0,0.50,2.93,33.3,0,125120,606
10000,64.30,643,357,328268,0.2036,21.70,51.67,-54,0,0.45,2.93,33.0,0,125348,673
