Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
200,52.50,105,92,0,0.0000,0.00,0.00,0,0,0.48,0.65,48.7,3,0,27
400,50.50,101,98,0,0.0000,0.00,0.00,0,0,0.38,0.52,38.5,1,0,43
600,48.50,97,97,0,0.0000,0.00,0.00,0,0,0.42,0.40,65.5,6,0,69
800,54.50,109,87,0,0.0000,0.00,0.00,0,0,0.35,0.77,53.8,4,0,87
1000,45.50,91,102,0,0.0000,0.00,0.00,0,0,0.48,0.24,69.8,7,0,119
1200,48.00,96,98,0,0.0000,0.00,0.00,0,0,0.48,0.46,63.3,6,0,150
1400,44.50,89,106,0,0.0000,0.00,0.00,0,0,0.46,0.20,57.1,5,0,176
1600,49.50,99,100,0,0.0000,0.00,0.00,0,0,0.52,0.67,36.0,1,0,195
1800,50.50,101,94,0,0.0000,0.00,0.00,0,0,0.52,0.58,58.9,5,0,224
2000,50.00,100,94,0,0.0000,0.00,0.00,0,0,0.48,0.53,62.8,6,0,254
