Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
200,60.50,121,79,0,0.0000,0.00,0.00,0,0,0.35,1.39,28.7,0,0,17
400,60.00,120,80,0,0.0000,0.00,0.00,0,0,0.32,1.19,30.5,0,0,30
600,57.50,115,85,0,0.0000,0.00,0.00,0,0,0.28,1.34,28.1,0,0,40
800,55.50,111,89,0,0.0000,0.00,0.00,0,0,0.27,1.11,28.3,0,0,51
1000,52.00,104,96,0,0.0000,0.00,0.00,0,0,0.29,1.09,28.4,0,0,61
1200,54.50,109,91,0,0.0000,0.00,0.00,0,0,0.26,1.12,29.5,0,0,72
1400,56.00,112,88,0,0.0000,0.00,0.00,0,0,0.26,1.04,31.1,0,0,83
1600,60.50,121,79,0,0.0000,0.00,0.00,0,0,0.28,1.43,31.1,0,0,93
1800,60.50,121,79,0,0.0000,0.00,0.00,0,0,0.26,1.19,28.9,0,0,104
2000,60.00,120,80,0,0.0000,0.00,0.00,0,0,0.26,1.35,30.5,0,0,115
2200,53.50,107,93,0,0.0000,0.00,0.00,0,0,0.27,0.96,31.4,0,0,127
2400,58.00,116,84,0,0.0000,0.00,0.00,0,0,0.25,1.19,29.4,0,0,138
2600,57.00,114,86,0,0.0000,0.00,0.00,0,0,0.27,1.18,30.0,0,0,149
2800,60.00,120,80,0,0.0000,0.00,0.00,0,0,0.26,1.25,29.4,0,0,160
3000,57.50,115,85,0,0.0000,0.00,0.00,0,0,0.26,1.25,29.4,0,0,171
3200,54.00,108,92,0,0.0000,0.00,0.00,0,0,0.26,1.07,27.4,0,0,182
3400,59.00,118,82,0,0.0000,0.00,0.00,0,0,0.27,1.21,29.4,0,0,192
3600,51.50,103,97,0,0.0000,0.00,0.00,0,0,0.26,1.02,28.5,0,0,203
3800,55.50,111,89,0,0.0000,0.00,0.00,0,0,0.26,0.93,29.5,0,0,214
4000,49.50,99,101,0,0.0000,0.00,0.00,0,0,0.26,0.83,28.3,0,0,225
4200,62.00,124,76,0,0.0000,0.00,0.00,0,0,0.26,1.38,29.0,0,0,236
4400,56.50,113,87,0,0.0000,0.00,0.00,0,0,0.26,1.25,29.0,0,0,247
4600,50.50,101,99,0,0.0000,0.00,0.00,0,0,0.26,0.88,29.7,0,0,258
4800,55.00,110,90,0,0.0000,0.00,0.00,0,0,0.29,1.23,29.4,0,0,269
5000,59.50,119,81,0,0.0000,0.00,0.00,0,0,0.27,1.23,29.0,0,0,281
5200,58.50,117,83,0,0.0000,0.00,0.00,0,0,0.26,1.21,29.5,0,0,292
5400,54.50,109,91,0,0.0000,0.00,0.00,0,0,0.26,1.18,28.1,0,0,303
5600,53.00,106,94,0,0.0000,0.00,0.00,0,0,0.28,0.98,28.9,0,0,314
5800,50.00,100,100,0,0.0000,0.00,0.00,0,0,0.26,0.92,31.8,0,0,326
6000,50.00,100,100,0,0.0000,0.00,0.00,0,0,0.28,0.94,29.3,0,0,336
6200,51.50,103,97,0,0.0000,0.00,0.00,0,0,0.26,1.03,31.6,0,0,349
6400,52.00,104,96,0,0.0000,0.00,0.00,0,0,0.26,0.91,28.4,0,0,360
6600,55.50,111,89,0,0.0000,0.00,0.00,0,0,0.26,1.03,30.4,0,0,371
6800,50.50,101,99,0,0.0000,0.00,0.00,0,0,0.26,0.94,29.6,0,0,383
7000,57.50,115,85,0,0.0000,0.00,0.00,0,0,0.26,1.23,29.4,0,0,393
7200,50.50,101,99,0,0.0000,0.00,0.00,0,0,0.25,0.94,31.6,0,0,405
7400,58.50,117,83,0,0.0000,0.00,0.00,0,0,0.26,1.26,31.2,0,0,418
7600,60.00,120,80,0,0.0000,0.00,0.00,0,0,0.26,1.23,29.1,0,0,428
7800,52.50,105,95,0,0.0000,0.00,0.00,0,0,0.26,1.04,31.2,0,0,440
8000,62.50,125,75,0,0.0000,0.00,0.00,0,0,0.27,1.41,29.5,0,0,451
8200,55.50,111,89,0,0.0000,0.00,0.00,0,0,0.29,1.25,29.0,0,0,462
8400,51.50,103,97,0,0.0000,0.00,0.00,0,0,0.27,0.95,29.3,0,0,474
8600,59.50,119,81,0,0.0000,0.00,0.00,0,0,0.26,1.22,28.4,0,0,485
8800,66.50,133,67,0,0.0000,0.00,0.00,0,0,0.28,1.38,30.3,0,0,496
9000,52.00,104,96,0,0.0000,0.00,0.00,0,0,0.26,1.07,29.8,0,0,508
9200,57.00,114,86,0,0.0000,0.00,0.00,0,0,0.26,1.17,29.8,0,0,520
9400,56.50,113,87,0,0.0000,0.00,0.00,0,0,0.26,1.10,29.5,0,0,532
9600,54.00,108,92,0,0.0000,0.00,0.00,0,0,0.25,1.01,29.0,0,0,543
9800,51.00,102,98,0,0.0000,0.00,0.00,0,0,0.26,1.00,29.7,0,0,555
10000,54.50,109,91,0,0.0000,0.00,0.00,0,0,0.29,0.97,29.2,0,0,567
