Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
200,70.00,140,60,0,0.0000,0.00,0.00,0,0,0.32,1.91,27.8,0,0,15
400,69.00,138,62,0,0.0000,0.00,0.00,0,0,0.29,1.77,29.2,0,0,27
600,65.50,131,69,0,0.0000,0.00,0.00,0,0,0.39,1.71,27.9,0,0,41
800,63.50,127,73,0,0.0000,0.00,0.00,0,0,0.36,1.72,27.0,0,0,54
1000,62.50,125,75,0,0.0000,0.00,0.00,0,0,0.38,1.67,27.5,0,0,67
1200,62.00,124,76,0,0.0000,0.00,0.00,0,0,0.39,1.65,28.6,0,0,81
1400,66.50,133,67,0,0.0000,0.00,0.00,0,0,0.35,1.81,26.2,0,0,93
1600,59.00,118,82,0,0.0000,0.00,0.00,0,0,0.37,1.48,28.6,0,0,107
1800,64.50,129,71,0,0.0000,0.00,0.00,0,0,0.43,1.63,25.9,0,0,121
2000,62.00,124,76,0,0.0000,0.00,0.00,0,0,0.37,1.50,28.6,0,0,135
2200,62.00,124,76,0,0.0000,0.00,0.00,0,0,0.44,1.60,30.1,0,0,152
2400,67.00,134,66,0,0.0000,0.00,0.00,0,0,0.45,1.75,27.0,0,0,169
2600,64.00,128,72,0,0.0000,0.00,0.00,0,0,0.43,1.61,28.1,0,0,184
2800,57.50,115,85,0,0.0000,0.00,0.00,0,0,0.42,1.39,27.5,0,0,199
3000,64.00,128,72,0,0.0000,0.00,0.00,0,0,0.42,1.67,28.8,0,0,215
3200,65.50,131,69,0,0.0000,0.00,0.00,0,0,0.43,1.76,25.9,0,0,229
3400,62.50,125,75,0,0.0000,0.00,0.00,0,0,0.43,1.56,26.2,0,0,243
3600,61.00,122,78,0,0.0000,0.00,0.00,0,0,0.43,1.57,25.8,0,0,258
3800,71.50,143,57,0,0.0000,0.00,0.00,0,0,0.43,1.83,25.6,0,0,272
4000,64.00,128,72,0,0.0000,0.00,0.00,0,0,0.42,1.58,27.1,0,0,287
4200,64.00,128,72,0,0.0000,0.00,0.00,0,0,0.42,1.51,28.2,0,0,303
4400,60.50,121,79,0,0.0000,0.00,0.00,0,0,0.47,1.56,25.8,0,0,317
4600,60.00,120,80,0,0.0000,0.00,0.00,0,0,0.43,1.58,27.1,0,0,333
4800,67.00,134,66,0,0.0000,0.00,0.00,0,0,0.41,1.76,29.5,0,0,348
5000,64.50,129,71,0,0.0000,0.00,0.00,0,0,0.41,1.60,28.7,0,0,364
5200,67.50,135,65,0,0.0000,0.00,0.00,0,0,0.45,1.97,24.9,0,0,379
5400,63.00,126,74,0,0.0000,0.00,0.00,0,0,0.31,1.55,28.0,0,0,391
5600,67.00,134,66,0,0.0000,0.00,0.00,0,0,0.27,1.83,25.1,0,0,402
5800,62.00,124,76,0,0.0000,0.00,0.00,0,0,0.27,1.73,27.6,0,0,412
6000,64.00,128,72,0,0.0000,0.00,0.00,0,0,0.29,1.80,26.8,0,0,423
6200,59.50,119,81,0,0.0000,0.00,0.00,0,0,0.26,1.45,29.0,0,0,435
6400,65.00,130,70,0,0.0000,0.00,0.00,0,0,0.27,1.60,27.4,0,0,445
6600,60.00,120,80,0,0.0000,0.00,0.00,0,0,0.27,1.39,29.6,0,0,456
6800,70.00,140,60,0,0.0000,0.00,0.00,0,0,0.27,1.96,25.9,0,0,467
7000,60.00,120,80,0,0.0000,0.00,0.00,0,0,0.26,1.40,29.0,0,0,478
7200,64.00,128,72,0,0.0000,0.00,0.00,0,0,0.26,1.56,28.3,0,0,490
7400,65.50,131,69,0,0.0000,0.00,0.00,0,0,0.27,1.62,28.2,0,0,502
7600,65.50,131,69,0,0.0000,0.00,0.00,0,0,0.29,1.71,26.6,0,0,513
7800,66.00,132,68,0,0.0000,0.00,0.00,0,0,0.37,1.53,28.5,0,0,526
8000,64.00,128,72,0,0.0000,0.00,0.00,0,0,0.35,1.58,26.3,0,0,539
8200,61.00,122,78,0,0.0000,0.00,0.00,0,0,0.35,1.55,27.1,0,0,551
8400,66.50,133,67,0,0.0000,0.00,0.00,0,0,0.33,1.72,27.6,0,0,564
8600,66.00,132,68,0,0.0000,0.00,0.00,0,0,0.30,1.80,26.1,0,0,575
8800,66.50,133,67,0,0.0000,0.00,0.00,0,0,0.27,1.75,28.1,0,0,586
9000,61.50,123,77,0,0.0000,0.00,0.00,0,0,0.26,1.52,28.3,0,0,598
9200,67.50,135,65,0,0.0000,0.00,0.00,0,0,0.26,1.72,29.7,0,0,610
9400,63.50,127,73,0,0.0000,0.00,0.00,0,0,0.27,1.53,27.2,0,0,621
9600,71.50,143,57,0,0.0000,0.00,0.00,0,0,0.26,1.84,29.0,0,0,632
9800,62.50,125,75,0,0.0000,0.00,0.00,0,0,0.26,1.61,26.6,0,0,644
10000,68.00,136,64,0,0.0000,0.00,0.00,0,0,0.31,1.75,27.3,0,0,655
