Data,Etiqueta,Adversario,Semente,Batalhas,Vitorias,Derrotas,Empates,WinRate,ErroPadrao_pp,Duracao_Media,Duracao_Max,Margem_Media,Auto_Ties,Tempo_s,Sessao
20260824_101808,,MaxDamage,42,10000,5582,4418,0,55.82,0.50,29.5,171,1.13,0,567,01
