Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.0,0.030,-34097,0,17.32,43.6,415194
1000,51.2,0.030,-47431,0,17.35,43.6,415562
1500,50.6,0.030,-85136,0,17.38,43.6,415948
2000,50.4,0.030,-111768,0,17.41,43.6,416282
2500,48.6,0.030,-178025,0,17.44,43.6,416582
3000,51.8,0.030,-178143,0,17.47,43.6,416978
3500,47.6,0.030,-249375,0,17.49,43.6,417329
4000,48.4,0.030,-322004,0,17.52,43.7,417726
4500,52.2,0.030,-316785,0,17.55,43.7,418067
5000,49.2,0.030,-370621,0,17.57,43.7,418444
5500,50.4,0.030,-388934,0,17.60,43.7,418804
6000,51.0,0.030,-398356,0,17.63,43.7,419184
6500,48.2,0.030,-466192,0,17.66,43.7,419576
7000,47.8,0.030,-542464,0,17.68,43.8,419902
7500,48.2,0.030,-607889,0,17.71,43.8,420220
8000,49.8,0.030,-650128,0,17.74,43.8,420602
8500,51.2,0.030,-664972,0,17.76,43.8,420938
9000,49.2,0.030,-713534,0,17.79,43.8,421251
9500,45.6,0.030,-812721,0,17.82,43.8,421568
10000,48.8,0.030,-877873,0,17.84,43.9,421969
