Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,53.6,0.399,17813,0,18.07,47.9,94062
1000,49.2,0.399,-50986,0,17.44,46.3,98383
1500,49.8,0.398,-99286,0,16.86,45.1,102737
2000,48.8,0.397,-163943,0,16.35,44.0,106976
2500,46.8,0.397,-276202,0,15.91,43.1,110939
3000,46.2,0.396,-386290,0,15.50,42.2,114887
3500,48.0,0.395,-468085,0,15.18,41.6,118420
4000,47.4,0.394,-566684,0,14.87,41.0,122008
4500,45.4,0.393,-696057,0,14.57,40.5,125588
5000,47.4,0.392,-785855,0,14.35,40.1,128822
5500,46.6,0.391,-893923,0,14.14,39.7,131995
6000,46.0,0.390,-1009568,0,13.97,39.5,134694
6500,49.4,0.389,-1069577,0,13.80,39.2,137562
7000,49.4,0.388,-1130613,0,13.63,38.9,140528
7500,44.0,0.387,-1281574,0,13.49,38.7,143101
8000,44.8,0.386,-1427842,0,13.35,38.5,145853
8500,47.2,0.385,-1520737,0,13.23,38.3,148486
9000,47.6,0.384,-1612309,0,13.13,38.2,150932
9500,46.0,0.383,-1727019,0,13.00,38.0,153695
10000,46.4,0.381,-1840697,0,12.90,37.9,156213
