Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.4,0.030,-100480,0,15.12,41.9,383467
1000,50.0,0.030,-137713,0,15.14,41.9,383927
1500,49.6,0.030,-162967,0,15.18,41.9,384363
2000,49.8,0.030,-213628,0,15.21,42.0,384763
2500,52.2,0.030,-206759,0,15.24,42.0,385182
3000,50.4,0.030,-239921,0,15.26,42.0,385641
3500,49.2,0.030,-297205,0,15.29,42.0,386113
4000,51.0,0.030,-320534,0,15.32,42.1,386553
4500,50.8,0.030,-335838,0,15.35,42.1,386975
5000,48.4,0.030,-395186,0,15.37,42.1,387415
5500,47.2,0.030,-488621,0,15.40,42.1,387879
6000,46.4,0.030,-596136,0,15.42,42.1,388413
6500,47.4,0.030,-688482,0,15.45,42.1,388834
7000,47.2,0.030,-771972,0,15.48,42.2,389298
7500,50.2,0.030,-799600,0,15.50,42.2,389751
8000,52.0,0.030,-793483,0,15.53,42.2,390205
8500,51.8,0.030,-803516,0,15.56,42.2,390673
9000,50.4,0.030,-827129,0,15.59,42.2,391127
9500,45.4,0.030,-950146,0,15.61,42.3,391512
10000,52.0,0.030,-955170,0,15.64,42.3,391980
