Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,62.8,0.112,166575,0,9.44,42.6,61939
1000,63.0,0.101,330229,0,9.56,42.7,62621
1500,66.4,0.087,565053,0,9.70,42.9,63172
2000,63.8,0.073,751710,0,9.84,43.0,63699
2500,59.4,0.059,854910,0,9.98,43.2,64242
3000,64.2,0.050,1055685,0,10.11,43.3,64779
3500,65.8,0.050,1275303,0,10.25,43.5,65238
4000,66.2,0.050,1498946,0,10.39,43.7,65689
4500,68.0,0.050,1751485,0,10.53,43.8,66189
5000,64.2,0.050,1943671,0,10.66,43.9,66728
5500,65.0,0.050,2150855,0,10.80,44.1,67189
6000,63.4,0.050,2331540,0,10.94,44.2,67553
6500,63.4,0.050,2511795,0,11.08,44.4,68049
7000,63.0,0.050,2682494,0,11.21,44.5,68536
7500,65.4,0.050,2896205,0,11.34,44.6,68965
8000,65.2,0.050,3106382,0,11.47,44.8,69380
8500,63.6,0.050,3288015,0,11.59,44.9,69837
9000,65.6,0.050,3509641,0,11.72,45.0,70288
9500,60.0,0.050,3624131,0,11.85,45.1,70724
10000,61.0,0.050,3755289,0,11.98,45.2,71145
