Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.6,0.030,-64231,0,16.23,42.8,400463
1000,48.4,0.030,-121526,0,16.26,42.8,400901
1500,46.0,0.030,-219306,0,16.29,42.8,401254
2000,43.8,0.030,-359101,0,16.31,42.8,401683
2500,51.2,0.030,-372287,0,16.34,42.9,402092
3000,52.4,0.030,-375019,0,16.36,42.9,402482
3500,47.6,0.030,-453572,0,16.39,42.9,402920
4000,52.0,0.030,-467321,0,16.42,42.9,403306
4500,54.8,0.030,-434218,0,16.45,42.9,403712
5000,54.4,0.030,-397702,0,16.47,43.0,404102
5500,51.2,0.030,-416178,0,16.49,43.0,404485
6000,54.4,0.030,-371011,0,16.52,43.0,404808
6500,46.8,0.030,-465955,0,16.55,43.0,405185
7000,51.2,0.030,-480106,0,16.57,43.0,405585
7500,50.0,0.030,-532797,0,16.60,43.1,405916
8000,48.8,0.030,-586013,0,16.63,43.1,406290
8500,49.4,0.030,-621468,0,16.66,43.1,406658
9000,52.4,0.030,-615665,0,16.68,43.1,407050
9500,51.6,0.030,-622492,0,16.71,43.1,407516
10000,48.0,0.030,-691571,0,16.74,43.2,407909
