Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,68.2,0.399,271903,0,1.82,15.6,6837
1000,67.8,0.397,532601,0,2.26,19.7,11225
1500,62.8,0.395,689627,0,2.62,22.6,15039
2000,61.4,0.393,831158,0,2.95,24.8,18052
2500,60.4,0.390,948112,0,3.26,26.9,20914
3000,61.6,0.387,1085213,0,3.51,28.4,23547
3500,59.6,0.384,1193523,0,3.77,29.4,25797
4000,63.6,0.380,1363085,0,4.01,30.4,27848
4500,63.6,0.376,1533154,0,4.22,31.2,29798
5000,61.0,0.373,1665975,0,4.42,31.8,31706
5500,59.0,0.368,1756606,0,4.61,32.6,33470
6000,60.6,0.363,1873187,0,4.83,33.4,34983
6500,58.6,0.358,1955464,0,5.01,34.1,36506
7000,63.0,0.353,2115493,0,5.20,34.7,37940
7500,62.4,0.348,2268774,0,5.38,35.2,39331
8000,60.2,0.342,2382560,0,5.57,35.7,40542
8500,59.8,0.336,2493671,0,5.75,36.1,41918
9000,56.0,0.330,2531504,0,5.92,36.5,43197
9500,61.8,0.323,2669949,0,6.10,37.0,44218
10000,63.6,0.316,2847259,0,6.29,37.5,45303
