Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,45.2,0.380,-134218,0,12.80,37.8,158689
1000,49.4,0.379,-189864,0,12.71,37.6,161109
1500,46.2,0.378,-304624,0,12.62,37.5,163501
2000,49.6,0.376,-360942,0,12.55,37.4,165824
2500,50.0,0.375,-410854,0,12.45,37.3,168421
3000,51.0,0.374,-446319,0,12.38,37.2,170635
3500,46.0,0.372,-571943,0,12.32,37.1,172796
4000,46.6,0.371,-674484,0,12.26,37.1,175163
4500,47.2,0.370,-773467,0,12.21,37.0,177287
5000,48.8,0.368,-839347,0,12.16,36.9,179378
5500,43.2,0.367,-984464,0,12.12,36.9,181450
6000,45.6,0.366,-1110479,0,12.06,36.8,183610
6500,46.8,0.364,-1201822,0,12.04,36.8,185421
7000,45.6,0.362,-1322594,0,12.00,36.8,187403
7500,46.4,0.361,-1443465,0,11.97,36.7,189427
8000,45.0,0.359,-1567465,0,11.92,36.7,191518
8500,48.2,0.358,-1655170,0,11.88,36.7,193551
9000,47.2,0.357,-1754939,0,11.84,36.7,195663
9500,47.8,0.355,-1827533,0,11.81,36.7,197582
10000,50.2,0.353,-1875655,0,11.79,36.7,199399
