Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.6,0.166,-85625,0,12.03,38.4,308060
1000,50.6,0.163,-125133,0,12.05,38.4,309103
1500,42.6,0.160,-304018,0,12.06,38.4,310161
2000,44.8,0.157,-441587,0,12.08,38.5,311016
2500,46.4,0.154,-529342,0,12.09,38.5,311952
3000,49.2,0.150,-581520,0,12.11,38.5,312760
3500,50.2,0.147,-619156,0,12.13,38.5,313616
4000,44.4,0.143,-756174,0,12.15,38.6,314558
4500,42.2,0.140,-931555,0,12.16,38.6,315590
5000,49.0,0.137,-974349,0,12.18,38.7,316438
5500,44.4,0.134,-1107279,0,12.20,38.7,317388
6000,48.4,0.130,-1174946,0,12.23,38.7,318184
6500,46.6,0.126,-1272980,0,12.26,38.8,318963
7000,47.8,0.123,-1360127,0,12.28,38.8,319858
7500,43.2,0.119,-1511443,0,12.30,38.8,320696
8000,50.0,0.116,-1544028,0,12.32,38.8,321551
8500,52.4,0.112,-1546481,0,12.34,38.9,322361
9000,48.6,0.108,-1611647,0,12.36,38.9,323158
9500,47.0,0.105,-1709039,0,12.38,38.9,323982
10000,49.2,0.101,-1765848,0,12.41,39.0,324791
