Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,42.0,0.271,-180811,0,11.60,37.2,261640
1000,44.6,0.269,-322680,0,11.61,37.3,262935
1500,45.6,0.266,-437518,0,11.62,37.3,264267
2000,49.4,0.264,-501145,0,11.62,37.3,265633
2500,44.6,0.262,-641134,0,11.62,37.4,267045
3000,46.6,0.260,-748082,0,11.63,37.4,268429
3500,46.0,0.257,-861407,0,11.64,37.5,269612
4000,43.0,0.255,-1026560,0,11.65,37.5,270895
4500,48.4,0.253,-1104466,0,11.65,37.5,272155
5000,49.0,0.250,-1162132,0,11.66,37.5,273475
5500,45.0,0.248,-1293282,0,11.67,37.6,274721
6000,47.0,0.246,-1390529,0,11.68,37.6,275964
6500,41.0,0.243,-1593433,0,11.68,37.6,277273
7000,48.0,0.241,-1674385,0,11.69,37.7,278452
7500,49.2,0.238,-1738871,0,11.71,37.7,279549
8000,47.0,0.235,-1832137,0,11.72,37.7,280754
8500,41.0,0.233,-2024271,0,11.73,37.8,281884
9000,45.0,0.230,-2161045,0,11.74,37.8,283047
9500,50.2,0.228,-2210446,0,11.75,37.8,284188
10000,49.6,0.225,-2264781,0,11.77,37.9,285296
