Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,41.4,0.315,-192766,0,11.55,36.9,234037
1000,45.4,0.313,-318501,0,11.55,36.9,235482
1500,42.4,0.311,-503179,0,11.55,36.9,236997
2000,50.6,0.309,-546719,0,11.55,36.9,238444
2500,43.4,0.306,-713419,0,11.55,36.9,239861
3000,46.6,0.305,-829547,0,11.54,37.0,241426
3500,45.6,0.302,-954008,0,11.54,37.0,242892
4000,48.4,0.300,-1035984,0,11.54,37.0,244327
4500,49.4,0.298,-1093163,0,11.53,37.0,245762
5000,46.4,0.296,-1203534,0,11.53,37.0,247364
5500,47.2,0.294,-1302584,0,11.53,37.0,248620
6000,46.4,0.292,-1413478,0,11.54,37.0,249930
6500,48.6,0.289,-1482820,0,11.54,37.0,251254
7000,49.0,0.287,-1547601,0,11.55,37.1,252520
7500,47.2,0.285,-1641451,0,11.56,37.1,253879
8000,44.6,0.283,-1772927,0,11.56,37.1,255157
8500,44.8,0.280,-1911795,0,11.58,37.1,256431
9000,47.2,0.278,-2011347,0,11.59,37.2,257732
9500,51.0,0.275,-2037947,0,11.60,37.2,258949
10000,44.8,0.273,-2177646,0,11.60,37.2,260278
