Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,65.8,0.050,218541,0,12.10,45.4,71573
1000,61.0,0.050,355231,0,12.22,45.5,71992
1500,62.2,0.050,513471,0,12.34,45.6,72405
2000,62.0,0.050,667416,0,12.47,45.7,72768
2500,67.0,0.050,910119,0,12.61,45.8,73149
3000,65.4,0.050,1123356,0,12.74,46.0,73481
3500,63.2,0.050,1305280,0,12.87,46.0,73868
4000,56.0,0.050,1356784,0,12.99,46.2,74196
4500,63.2,0.050,1537232,0,13.11,46.2,74589
5000,65.8,0.050,1765066,0,13.23,46.3,74949
5500,67.0,0.050,2006461,0,13.36,46.4,75291
6000,65.8,0.050,2230621,0,13.49,46.5,75599
6500,63.6,0.050,2413620,0,13.62,46.6,75919
7000,62.6,0.050,2577672,0,13.74,46.7,76254
7500,66.2,0.050,2812681,0,13.86,46.8,76580
8000,66.8,0.050,3057055,0,13.99,46.9,76879
8500,63.6,0.050,3240875,0,14.10,47.0,77213
9000,70.2,0.050,3547025,0,14.22,47.1,77504
9500,63.0,0.050,3727033,0,14.35,47.2,77801
10000,63.8,0.050,3912371,0,14.45,47.2,78199
