Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.0,0.030,-32674,0,16.76,43.2,408264
1000,51.4,0.030,-32106,0,16.79,43.2,408633
1500,48.2,0.030,-98652,0,16.82,43.2,408999
2000,50.0,0.030,-138506,0,16.84,43.2,409363
2500,47.8,0.030,-214426,0,16.87,43.3,409723
3000,51.8,0.030,-214917,0,16.90,43.3,410020
3500,48.8,0.030,-256721,0,16.92,43.3,410421
4000,52.0,0.030,-261010,0,16.95,43.3,410752
4500,47.6,0.030,-352187,0,16.98,43.3,411147
5000,50.2,0.030,-376402,0,17.00,43.4,411561
5500,45.6,0.030,-503621,0,17.03,43.4,411909
6000,48.6,0.030,-563642,0,17.06,43.4,412271
6500,45.8,0.030,-682199,0,17.09,43.4,412604
7000,49.6,0.030,-732248,0,17.12,43.4,412953
7500,52.2,0.030,-731923,0,17.15,43.4,413176
8000,47.8,0.030,-808998,0,17.18,43.5,413507
8500,49.6,0.030,-842672,0,17.21,43.5,413837
9000,52.8,0.030,-844147,0,17.24,43.5,414184
9500,54.2,0.030,-811494,0,17.27,43.5,414549
10000,54.4,0.030,-768449,0,17.29,43.5,414842
