Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.8,0.257,-80872,0,18.93,44.1,471454
1000,50.4,0.255,-114035,0,18.91,44.1,472954
1500,49.6,0.253,-159544,0,18.89,44.0,474434
2000,54.6,0.251,-114634,0,18.86,44.0,475893
2500,49.6,0.249,-163333,0,18.85,44.0,477272
3000,46.0,0.246,-275044,0,18.83,44.0,478531
3500,48.2,0.244,-357303,0,18.82,44.0,479751
4000,50.6,0.242,-375447,0,18.80,43.9,481187
4500,45.2,0.239,-490010,0,18.79,43.9,482435
5000,49.6,0.237,-548074,0,18.78,43.9,483633
5500,50.4,0.234,-569704,0,18.77,43.9,484908
6000,49.6,0.232,-589601,0,18.75,43.9,486259
6500,43.6,0.230,-732021,0,18.74,43.9,487598
7000,51.0,0.228,-751594,0,18.72,43.9,488967
7500,52.6,0.226,-743097,0,18.71,43.8,490262
8000,50.8,0.223,-782790,0,18.70,43.8,491418
8500,50.4,0.220,-813961,0,18.69,43.8,492643
9000,50.6,0.218,-843122,0,18.68,43.8,493833
9500,51.0,0.216,-868535,0,18.67,43.8,495111
10000,45.2,0.213,-980065,0,18.66,43.8,496202
