Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.6,0.352,-8558,0,11.76,36.7,201245
1000,46.6,0.350,-120923,0,11.73,36.7,203098
1500,47.4,0.348,-211754,0,11.71,36.7,204885
2000,47.0,0.347,-303883,0,11.70,36.7,206598
2500,42.0,0.345,-486473,0,11.68,36.7,208449
3000,47.0,0.343,-582293,0,11.67,36.7,210258
3500,42.0,0.342,-781601,0,11.66,36.7,211933
4000,46.6,0.340,-897078,0,11.65,36.7,213588
4500,47.0,0.338,-998378,0,11.63,36.7,215336
5000,41.0,0.336,-1204622,0,11.61,36.7,217180
5500,46.6,0.335,-1316713,0,11.59,36.7,218905
6000,44.2,0.333,-1460184,0,11.57,36.7,220693
6500,42.4,0.331,-1643978,0,11.57,36.7,222178
7000,45.8,0.329,-1763304,0,11.58,36.7,223447
7500,43.4,0.327,-1916637,0,11.57,36.7,225001
8000,48.4,0.325,-1991679,0,11.56,36.7,226478
8500,44.2,0.323,-2144571,0,11.56,36.8,228097
9000,51.2,0.321,-2170245,0,11.56,36.8,229409
9500,44.0,0.319,-2327871,0,11.55,36.8,231040
10000,44.0,0.317,-2477946,0,11.55,36.8,232564
