Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.0,0.030,5583,0,18.40,44.2,428863
1000,49.8,0.030,-40716,0,18.43,44.2,429218
1500,48.2,0.030,-115479,0,18.46,44.2,429512
2000,51.6,0.030,-116855,0,18.49,44.3,429772
2500,52.6,0.030,-112733,0,18.52,44.3,430112
3000,51.2,0.030,-125970,0,18.55,44.3,430403
3500,45.2,0.030,-240986,0,18.58,44.3,430682
4000,49.6,0.030,-284838,0,18.60,44.3,430967
4500,48.6,0.030,-353210,0,18.64,44.3,431251
5000,48.2,0.030,-426221,0,18.67,44.4,431484
5500,48.8,0.030,-473598,0,18.69,44.4,431784
6000,52.6,0.030,-474816,0,18.72,44.4,432048
6500,50.8,0.030,-501839,0,18.74,44.4,432391
7000,54.0,0.030,-475995,0,18.76,44.4,432708
7500,53.2,0.030,-467614,0,18.79,44.4,432975
8000,50.6,0.030,-498644,0,18.82,44.5,433293
8500,51.4,0.030,-510513,0,18.84,44.5,433577
9000,51.2,0.030,-514660,0,18.87,44.5,433904
9500,49.4,0.030,-563609,0,18.89,44.5,434163
10000,52.6,0.030,-555095,0,18.92,44.5,434455
