Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,57.0,0.308,65684,0,6.47,37.9,46240
1000,59.8,0.300,175839,0,6.63,38.2,47224
1500,59.8,0.293,286103,0,6.79,38.5,48257
2000,57.8,0.286,360511,0,6.95,38.8,49245
2500,61.0,0.277,494623,0,7.12,39.1,50091
3000,58.6,0.269,579572,0,7.27,39.4,51020
3500,64.6,0.260,770510,0,7.43,39.6,51880
4000,61.4,0.250,909687,0,7.60,39.9,52626
4500,58.6,0.241,994356,0,7.74,40.1,53494
5000,61.6,0.232,1129317,0,7.89,40.3,54281
5500,62.0,0.222,1273286,0,8.04,40.6,55039
6000,62.6,0.212,1434540,0,8.18,40.7,55781
6500,61.2,0.202,1569195,0,8.32,40.9,56557
7000,61.0,0.193,1694428,0,8.45,41.1,57370
7500,62.8,0.182,1858778,0,8.59,41.3,58068
8000,61.0,0.171,1998187,0,8.74,41.5,58745
8500,61.4,0.161,2143618,0,8.87,41.7,59472
9000,63.0,0.149,2316071,0,9.01,42.0,60109
9500,62.2,0.137,2473680,0,9.15,42.2,60723
10000,62.4,0.125,2629259,0,9.29,42.4,61362
