Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.8,0.030,-74681,0,14.56,41.4,374221
1000,50.2,0.030,-123170,0,14.59,41.4,374678
1500,47.2,0.030,-203590,0,14.62,41.4,375219
2000,46.6,0.030,-302933,0,14.64,41.5,375701
2500,50.0,0.030,-327648,0,14.67,41.5,376192
3000,47.2,0.030,-408970,0,14.70,41.5,376697
3500,50.4,0.030,-435103,0,14.72,41.5,377169
4000,48.8,0.030,-500316,0,14.74,41.6,377650
4500,51.6,0.030,-510488,0,14.77,41.6,378112
5000,50.2,0.030,-541648,0,14.80,41.6,378574
5500,50.2,0.030,-576935,0,14.83,41.6,379053
6000,51.0,0.030,-597200,0,14.85,41.7,379608
6500,49.6,0.030,-641130,0,14.88,41.7,380032
7000,47.6,0.030,-721816,0,14.91,41.7,380359
7500,51.2,0.030,-745494,0,14.93,41.8,380820
8000,53.2,0.030,-721432,0,14.97,41.8,381217
8500,52.2,0.030,-726179,0,15.00,41.8,381708
9000,49.4,0.030,-774804,0,15.03,41.8,382164
9500,53.4,0.030,-758510,0,15.05,41.8,382622
10000,53.8,0.030,-725317,0,15.09,41.9,383032
