Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,53.0,0.030,16275,0,18.95,44.5,434743
1000,51.2,0.030,818,0,18.97,44.6,435043
1500,51.8,0.030,854,0,18.99,44.6,435350
2000,49.6,0.030,-28868,0,19.02,44.6,435634
2500,54.2,0.030,11801,0,19.05,44.6,435941
3000,50.2,0.030,-24296,0,19.08,44.6,436241
3500,52.8,0.030,-14668,0,19.11,44.6,436546
4000,49.8,0.030,-51162,0,19.13,44.7,436862
4500,50.4,0.030,-86285,0,19.16,44.7,437186
5000,48.6,0.030,-135429,0,19.18,44.7,437491
5500,46.4,0.030,-234834,0,19.21,44.7,437810
6000,54.4,0.030,-187041,0,19.24,44.7,438164
6500,47.8,0.030,-255658,0,19.26,44.7,438460
7000,51.2,0.030,-271186,0,19.29,44.7,438737
7500,49.8,0.030,-311879,0,19.32,44.7,439023
8000,55.2,0.030,-238937,0,19.35,44.7,439329
8500,49.2,0.030,-273206,0,19.37,44.7,439669
9000,51.0,0.030,-295089,0,19.39,44.8,439953
9500,49.4,0.030,-329997,0,19.42,44.8,440232
10000,51.0,0.030,-351384,0,19.44,44.8,440573
