Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,43.8,0.030,-136145,0,14.02,40.8,363596
1000,45.0,0.030,-266733,0,14.06,40.8,364137
1500,52.0,0.030,-272563,0,14.08,40.9,364606
2000,48.0,0.030,-338371,0,14.11,40.9,365067
2500,44.8,0.030,-458699,0,14.14,40.9,365586
3000,48.8,0.030,-511631,0,14.16,41.0,366186
3500,47.2,0.030,-584754,0,14.19,41.0,366755
4000,49.6,0.030,-625179,0,14.22,41.0,367233
4500,49.8,0.030,-675688,0,14.25,41.0,367733
5000,51.6,0.030,-687507,0,14.28,41.1,368276
5500,53.6,0.030,-664758,0,14.30,41.1,368829
6000,47.8,0.030,-734908,0,14.33,41.1,369350
6500,48.4,0.030,-793003,0,14.35,41.2,369901
7000,49.2,0.030,-842409,0,14.38,41.2,370428
7500,48.8,0.030,-899412,0,14.41,41.2,370952
8000,51.2,0.030,-917514,0,14.44,41.3,371477
8500,45.0,0.030,-1037876,0,14.47,41.3,372043
9000,45.2,0.030,-1167570,0,14.49,41.3,372617
9500,50.2,0.030,-1204860,0,14.51,41.3,373159
10000,46.2,0.030,-1314843,0,14.54,41.4,373667
