Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.4,0.030,4443,0,12.88,39.6,340767
1000,50.2,0.030,-33423,0,12.91,39.7,341441
1500,51.2,0.030,-55557,0,12.93,39.7,342147
2000,50.2,0.030,-91441,0,12.96,39.7,342797
2500,49.4,0.030,-144860,0,12.98,39.8,343328
3000,47.6,0.030,-224618,0,13.01,39.8,343887
3500,53.0,0.030,-216760,0,13.03,39.8,344510
4000,47.6,0.030,-282902,0,13.07,39.9,345237
4500,47.2,0.030,-358295,0,13.09,39.9,345833
5000,50.2,0.030,-393025,0,13.11,39.9,346500
5500,50.8,0.030,-419429,0,13.14,39.9,346992
6000,46.8,0.030,-511959,0,13.17,40.0,347565
6500,49.8,0.030,-545295,0,13.20,40.0,348214
7000,50.4,0.030,-573517,0,13.22,40.0,348878
7500,46.2,0.030,-684396,0,13.25,40.0,349489
8000,49.4,0.030,-743619,0,13.28,40.1,350025
8500,49.2,0.030,-796880,0,13.31,40.1,350557
9000,48.2,0.030,-853053,0,13.34,40.1,351156
9500,49.8,0.030,-884672,0,13.37,40.2,351663
10000,49.8,0.030,-929481,0,13.40,40.2,352222
