Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.6,0.050,236682,0,16.86,48.8,84354
1000,65.6,0.050,456889,0,16.98,48.8,84596
1500,62.0,0.050,616429,0,17.09,49.0,84860
2000,67.4,0.050,872829,0,17.20,49.0,85107
2500,67.4,0.050,1121008,0,17.31,49.1,85364
3000,66.4,0.050,1361512,0,17.42,49.1,85606
3500,64.0,0.050,1558621,0,17.53,49.2,85855
4000,65.4,0.050,1776455,0,17.64,49.3,86108
4500,65.4,0.050,1992780,0,17.75,49.4,86357
5000,67.4,0.050,2247555,0,17.87,49.4,86539
5500,63.0,0.050,2428189,0,17.97,49.5,86778
6000,63.8,0.050,2618270,0,18.08,49.5,87065
6500,62.8,0.050,2800176,0,18.19,49.6,87253
7000,67.0,0.050,3047645,0,18.30,49.7,87485
7500,68.4,0.050,3320529,0,18.41,49.7,87695
8000,68.4,0.050,3592285,0,18.51,49.8,87954
8500,72.0,0.050,3935832,0,18.62,49.9,88180
9000,63.6,0.050,4118663,0,18.73,49.9,88407
9500,66.6,0.050,4360906,0,18.84,50.0,88602
10000,65.4,0.050,4578012,0,18.96,50.1,88819
