Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,62.8,0.050,177315,0,14.56,47.3,78553
1000,62.0,0.050,327053,0,14.67,47.3,78907
1500,67.0,0.050,571495,0,14.80,47.4,79164
2000,63.8,0.050,760672,0,14.92,47.5,79487
2500,59.8,0.050,877175,0,15.04,47.6,79761
3000,64.0,0.050,1068909,0,15.15,47.7,80055
3500,62.2,0.050,1225816,0,15.27,47.7,80393
4000,65.4,0.050,1438375,0,15.40,47.8,80673
4500,66.8,0.050,1688404,0,15.51,47.9,80972
5000,67.0,0.050,1929083,0,15.62,48.0,81314
5500,66.8,0.050,2172658,0,15.72,48.0,81640
6000,67.2,0.050,2420700,0,15.84,48.1,81902
6500,65.0,0.050,2631034,0,15.96,48.2,82172
7000,66.8,0.050,2876305,0,16.08,48.3,82409
7500,65.4,0.050,3097952,0,16.19,48.3,82677
8000,64.6,0.050,3304564,0,16.29,48.4,83052
8500,63.0,0.050,3478362,0,16.40,48.5,83344
9000,65.4,0.050,3690257,0,16.51,48.5,83605
9500,61.8,0.050,3838696,0,16.63,48.6,83881
10000,64.8,0.050,4046974,0,16.74,48.7,84149
