Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,68.6,0.050,1016300,0,16.80,49.5,80275
1000,67.4,0.050,1971700,0,16.92,49.6,80516
1500,67.0,0.050,2903800,0,17.02,49.7,80814
2000,66.6,0.050,3825900,0,17.14,49.7,81056
2500,63.8,0.050,4581500,0,17.24,49.7,81344
3000,67.6,0.050,5551700,0,17.36,49.8,81558
3500,63.8,0.050,6317100,0,17.47,49.9,81816
4000,67.4,0.050,7272200,0,17.58,50.0,82057
4500,69.2,0.050,8320400,0,17.69,50.0,82278
5000,64.8,0.050,9147100,0,17.80,50.1,82526
5500,63.8,0.050,9912800,0,17.91,50.1,82759
6000,68.6,0.050,10929500,0,18.03,50.2,82954
6500,71.6,0.050,12112600,0,18.14,50.3,83152
7000,68.8,0.050,13136300,0,18.26,50.4,83341
7500,65.2,0.050,13968000,0,18.38,50.4,83559
8000,69.2,0.050,15016600,0,18.49,50.5,83785
8500,63.6,0.050,15776500,0,18.60,50.5,84025
9000,67.8,0.050,16753900,0,18.71,50.6,84226
9500,65.0,0.050,17579200,0,18.83,50.7,84420
10000,69.8,0.050,18664000,0,18.94,50.7,84620
