Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.8,0.377,92600,0,13.32,39.4,145349
1000,48.0,0.376,36400,0,13.24,39.3,147497
1500,51.0,0.374,133900,0,13.16,39.2,149686
2000,54.2,0.373,385300,0,13.10,39.1,151605
2500,49.6,0.371,411000,0,13.04,39.0,153514
3000,50.8,0.370,501000,0,12.97,38.9,155504
3500,48.0,0.368,442900,0,12.90,38.8,157774
4000,46.8,0.367,331700,0,12.85,38.8,159662
4500,46.8,0.365,246000,0,12.79,38.7,161585
5000,48.0,0.364,166900,0,12.74,38.7,163556
5500,48.6,0.362,157400,0,12.70,38.6,165321
6000,47.4,0.361,58700,0,12.64,38.5,167269
6500,46.8,0.359,-31700,0,12.60,38.5,169072
7000,51.6,0.357,102900,0,12.56,38.4,170876
7500,46.2,0.355,-54800,0,12.53,38.4,172502
8000,50.2,0.353,12900,0,12.50,38.4,174095
8500,51.6,0.352,151900,0,12.47,38.3,175854
9000,49.4,0.350,166400,0,12.43,38.3,177603
9500,55.2,0.348,481300,0,12.41,38.3,179219
10000,54.4,0.346,760000,0,12.39,38.3,180769
