Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,64.2,0.096,784900,0,9.30,43.1,58609
1000,65.4,0.083,1628500,0,9.43,43.2,59200
1500,65.0,0.071,2454000,0,9.56,43.4,59817
2000,65.4,0.057,3303200,0,9.70,43.6,60327
2500,67.6,0.050,4270100,0,9.85,43.7,60841
3000,65.4,0.050,5114200,0,9.98,43.8,61432
3500,65.8,0.050,5984900,0,10.11,44.0,61941
4000,63.6,0.050,6740100,0,10.25,44.1,62403
4500,63.4,0.050,7481900,0,10.40,44.3,62908
5000,62.6,0.050,8167000,0,10.53,44.4,63331
5500,66.8,0.050,9096800,0,10.67,44.5,63809
6000,66.8,0.050,10024600,0,10.80,44.6,64266
6500,67.6,0.050,11002000,0,10.93,44.8,64773
7000,62.8,0.050,11707100,0,11.05,44.9,65263
7500,63.4,0.050,12451100,0,11.19,45.1,65727
8000,60.0,0.050,13019900,0,11.33,45.2,66144
8500,65.0,0.050,13840200,0,11.46,45.4,66557
9000,66.6,0.050,14752300,0,11.59,45.5,66963
9500,69.6,0.050,15818500,0,11.73,45.7,67323
10000,67.2,0.050,16761100,0,11.87,45.8,67713
