Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,76.0,0.399,1412000,0,1.88,17.5,6532
1000,72.6,0.397,2640800,0,2.35,22.0,10778
1500,72.0,0.395,3832600,0,2.68,24.4,14294
2000,71.2,0.392,4972300,0,2.97,26.5,17347
2500,71.8,0.390,6155400,0,3.24,27.8,19940
3000,69.6,0.386,7230000,0,3.48,29.1,22263
3500,67.6,0.383,8190000,0,3.72,30.1,24459
4000,69.0,0.379,9219600,0,3.96,31.2,26213
4500,67.0,0.374,10137700,0,4.18,32.0,27962
5000,65.6,0.370,10989900,0,4.38,32.9,29649
5500,68.0,0.365,11964600,0,4.59,33.6,31233
6000,68.6,0.360,12976300,0,4.78,34.1,32820
6500,66.2,0.355,13864500,0,4.96,34.7,34285
7000,65.2,0.350,14697000,0,5.15,35.4,35664
7500,70.0,0.344,15786200,0,5.32,35.8,36956
8000,70.8,0.338,16911200,0,5.50,36.3,38189
8500,68.4,0.332,17911000,0,5.68,36.8,39404
9000,66.4,0.325,18802000,0,5.85,37.3,40528
9500,64.4,0.318,19593000,0,6.02,37.7,41644
10000,63.6,0.312,20338100,0,6.17,37.9,42781
