Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.4,0.129,-19000,0,13.03,39.9,274885
1000,49.2,0.126,800,0,13.05,40.0,275777
1500,48.4,0.122,-6600,0,13.08,40.0,276545
2000,44.6,0.119,-238800,0,13.09,40.0,277497
2500,48.0,0.115,-310000,0,13.11,40.0,278334
3000,49.6,0.111,-272800,0,13.14,40.1,279140
3500,47.0,0.108,-340100,0,13.15,40.1,280018
4000,50.2,0.104,-284100,0,13.17,40.1,280850
4500,50.4,0.101,-192200,0,13.20,40.1,281678
5000,52.8,0.097,-9500,0,13.21,40.2,282547
5500,48.4,0.094,-48800,0,13.23,40.2,283398
6000,44.0,0.090,-288300,0,13.25,40.2,284229
6500,52.0,0.086,-144500,0,13.28,40.2,285060
7000,47.2,0.083,-240400,0,13.30,40.2,285971
7500,52.6,0.078,-42400,0,13.33,40.3,286596
8000,46.4,0.075,-198800,0,13.35,40.3,287453
8500,47.0,0.071,-309000,0,13.37,40.3,288225
9000,50.8,0.067,-211700,0,13.39,40.4,288980
9500,49.2,0.062,-210100,0,13.42,40.4,289585
10000,48.8,0.058,-198300,0,13.44,40.4,290290
