Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,54.4,0.030,289400,0,15.26,42.3,324620
1000,53.2,0.030,518400,0,15.30,42.3,325097
1500,49.4,0.030,533900,0,15.34,42.3,325544
2000,53.8,0.030,786700,0,15.37,42.4,325989
2500,50.6,0.030,857100,0,15.41,42.4,326420
3000,51.8,0.030,1004700,0,15.43,42.4,326884
3500,51.2,0.030,1113000,0,15.47,42.5,327263
4000,51.8,0.030,1274300,0,15.51,42.5,327669
4500,45.8,0.030,1102500,0,15.54,42.5,328131
5000,51.0,0.030,1234100,0,15.56,42.5,328643
5500,51.0,0.030,1322700,0,15.60,42.5,329040
6000,51.0,0.030,1408100,0,15.63,42.6,329432
6500,51.0,0.030,1520700,0,15.66,42.6,329894
7000,51.2,0.030,1641100,0,15.69,42.6,330317
7500,53.0,0.030,1870500,0,15.73,42.6,330678
8000,51.6,0.030,2019300,0,15.75,42.7,331122
8500,50.6,0.030,2124100,0,15.78,42.7,331528
9000,50.2,0.030,2184100,0,15.81,42.7,331942
9500,52.2,0.030,2360700,0,15.85,42.7,332439
10000,46.8,0.030,2256800,0,15.88,42.7,332914
