Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,56.2,0.399,386000,0,18.16,48.8,89087
1000,49.0,0.399,371800,0,17.47,47.2,93538
1500,48.4,0.398,328100,0,16.97,46.1,97282
2000,52.4,0.397,512800,0,16.52,45.1,100825
2500,52.6,0.396,705100,0,16.20,44.5,103741
3000,52.8,0.395,884200,0,15.86,43.8,106951
3500,49.6,0.394,898300,0,15.56,43.2,109969
4000,55.6,0.393,1223600,0,15.30,42.7,112784
4500,49.0,0.392,1198900,0,15.04,42.3,115804
5000,49.0,0.391,1181100,0,14.82,41.8,118667
5500,52.0,0.390,1337700,0,14.63,41.5,121360
6000,48.2,0.389,1286900,0,14.42,41.1,124248
6500,50.2,0.388,1319800,0,14.24,40.8,126908
7000,48.0,0.387,1253200,0,14.10,40.6,129533
7500,48.2,0.385,1224700,0,13.97,40.3,131793
8000,54.8,0.384,1543400,0,13.87,40.2,133935
8500,46.4,0.382,1382800,0,13.75,40.0,136205
9000,47.2,0.381,1290200,0,13.62,39.8,138671
9500,49.0,0.380,1283300,0,13.53,39.7,140841
10000,49.4,0.379,1328100,0,13.41,39.5,143241
