Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,63.6,0.305,754900,0,6.35,38.3,43888
1000,69.4,0.297,1813800,0,6.51,38.6,44871
1500,65.2,0.290,2645400,0,6.66,39.0,45828
2000,67.2,0.280,3578000,0,6.83,39.3,46639
2500,68.2,0.272,4567300,0,6.99,39.5,47528
3000,67.2,0.262,5502400,0,7.16,39.9,48250
3500,68.0,0.252,6480400,0,7.32,40.2,49009
4000,66.2,0.242,7357500,0,7.46,40.5,49771
4500,63.0,0.233,8069300,0,7.61,40.7,50579
5000,67.8,0.223,9032500,0,7.75,40.9,51350
5500,64.0,0.213,9802700,0,7.90,41.1,52087
6000,63.0,0.203,10524400,0,8.03,41.4,52853
6500,69.0,0.192,11559100,0,8.18,41.6,53565
7000,67.6,0.181,12518400,0,8.32,41.8,54248
7500,67.4,0.171,13460800,0,8.46,42.0,54969
8000,67.2,0.160,14403100,0,8.60,42.2,55658
8500,71.2,0.149,15553000,0,8.73,42.4,56314
9000,66.0,0.136,16433200,0,8.88,42.6,56891
9500,64.2,0.124,17208000,0,9.01,42.8,57522
10000,63.6,0.110,17955100,0,9.16,43.0,58078
