Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,53.6,0.054,251300,0,13.47,40.5,291041
1000,51.0,0.050,337800,0,13.49,40.5,291776
1500,47.2,0.045,237900,0,13.52,40.6,292472
2000,49.8,0.041,273700,0,13.54,40.6,293132
2500,53.2,0.036,501000,0,13.57,40.6,293761
3000,47.2,0.032,406500,0,13.59,40.6,294559
3500,50.0,0.030,457800,0,13.61,40.7,295188
4000,48.6,0.030,423900,0,13.63,40.7,295887
4500,51.2,0.030,557500,0,13.67,40.8,296606
5000,49.2,0.030,563900,0,13.69,40.8,297243
5500,48.6,0.030,566800,0,13.72,40.8,297888
6000,44.8,0.030,374100,0,13.74,40.8,298526
6500,51.4,0.030,490900,0,13.77,40.9,299214
7000,50.2,0.030,545500,0,13.80,40.9,299881
7500,48.6,0.030,524500,0,13.83,41.0,300428
8000,48.8,0.030,500800,0,13.86,41.0,301002
8500,50.6,0.030,579500,0,13.88,41.0,301571
9000,51.0,0.030,697200,0,13.91,41.1,302135
9500,50.0,0.030,777600,0,13.95,41.1,302770
10000,52.0,0.030,964200,0,13.98,41.1,303407
