Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.4,0.030,124000,0,14.01,41.2,303981
1000,49.2,0.030,150500,0,14.04,41.2,304521
1500,48.8,0.030,120000,0,14.08,41.2,305115
2000,53.8,0.030,377900,0,14.11,41.3,305665
2500,54.2,0.030,658900,0,14.15,41.3,306243
3000,49.8,0.030,709600,0,14.17,41.3,306859
3500,52.0,0.030,879300,0,14.20,41.3,307408
4000,49.2,0.030,880400,0,14.23,41.4,307962
4500,50.4,0.030,970800,0,14.26,41.4,308503
5000,51.4,0.030,1098700,0,14.29,41.4,308998
5500,47.6,0.030,1035200,0,14.32,41.5,309479
6000,47.4,0.030,939200,0,14.35,41.5,310075
6500,50.6,0.030,1064000,0,14.39,41.5,310554
7000,52.6,0.030,1270500,0,14.43,41.5,311096
7500,48.0,0.030,1203800,0,14.46,41.6,311629
8000,48.0,0.030,1180600,0,14.49,41.6,312152
8500,50.8,0.030,1281600,0,14.52,41.6,312717
9000,50.6,0.030,1391000,0,14.55,41.7,313336
9500,49.6,0.030,1430900,0,14.58,41.7,313786
10000,50.2,0.030,1494500,0,14.61,41.7,314249
