Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.8,0.030,-90400,0,15.91,42.8,333293
1000,51.4,0.030,51100,0,15.94,42.8,333714
1500,53.0,0.030,259300,0,15.97,42.8,334149
2000,48.4,0.030,239400,0,16.00,42.8,334593
2500,48.8,0.030,223500,0,16.02,42.9,335008
3000,51.8,0.030,369900,0,16.05,42.9,335363
3500,49.0,0.030,364900,0,16.08,42.9,335797
4000,49.6,0.030,372600,0,16.10,42.9,336259
4500,51.6,0.030,533400,0,16.13,42.9,336691
5000,52.8,0.030,742500,0,16.16,43.0,337108
5500,46.6,0.030,626500,0,16.19,43.0,337525
6000,47.2,0.030,573900,0,16.23,43.0,337902
6500,47.2,0.030,454100,0,16.26,43.0,338263
7000,46.4,0.030,305700,0,16.30,43.1,338634
7500,54.4,0.030,624000,0,16.33,43.1,339026
8000,48.2,0.030,569800,0,16.36,43.1,339442
8500,51.0,0.030,669600,0,16.39,43.1,339816
9000,50.0,0.030,739300,0,16.42,43.1,340187
9500,45.4,0.030,577600,0,16.44,43.1,340609
10000,52.4,0.030,754000,0,16.47,43.2,340966
