Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.4,0.050,899300,0,12.00,45.9,68147
1000,67.4,0.050,1843500,0,12.13,46.0,68512
1500,65.2,0.050,2673500,0,12.26,46.1,68899
2000,69.8,0.050,3750400,0,12.39,46.2,69244
2500,70.2,0.050,4848200,0,12.50,46.3,69634
3000,65.8,0.050,5717500,0,12.61,46.3,70078
3500,66.4,0.050,6619700,0,12.75,46.4,70398
4000,66.4,0.050,7514000,0,12.87,46.5,70730
4500,64.8,0.050,8323200,0,13.00,46.7,71053
5000,68.0,0.050,9308300,0,13.14,46.8,71353
5500,66.0,0.050,10192300,0,13.25,46.9,71689
6000,68.8,0.050,11210600,0,13.37,46.9,72071
6500,67.8,0.050,12180600,0,13.50,47.1,72406
7000,66.2,0.050,13073600,0,13.62,47.2,72730
7500,64.0,0.050,13845800,0,13.74,47.3,73031
8000,67.8,0.050,14818500,0,13.86,47.4,73383
8500,65.8,0.050,15695700,0,13.98,47.5,73679
9000,65.8,0.050,16564600,0,14.11,47.6,73966
9500,69.4,0.050,17629200,0,14.23,47.7,74259
10000,67.8,0.050,18601000,0,14.35,47.8,74606
