Batalhas,WinRate_Bloco,Epsilon,Reward,Ghost_Battles,Visitas_Est,Confianca
500,47.6,0.397,-61733,0,13.18,42.9
1000,50.2,0.394,-88143,0,12.66,41.4
1500,50.6,0.391,-94997,0,12.27,40.3
2000,46.2,0.388,-179365,0,11.91,39.3
2500,44.0,0.385,-345253,0,11.60,38.6
3000,44.4,0.382,-460231,0,11.32,37.9
3500,47.8,0.379,-509888,0,11.10,37.3
4000,47.4,0.376,-598522,0,10.90,36.8
4500,44.6,0.373,-718167,0,10.71,36.4
5000,48.8,0.370,-756043,0,10.56,36.1
5500,45.0,0.367,-872207,0,10.38,35.7
6000,46.4,0.364,-991418,0,10.26,35.4
6500,43.6,0.361,-1127238,0,10.14,35.2
7000,42.4,0.358,-1306911,0,10.03,35.0
7500,46.4,0.355,-1390556,0,9.93,34.8
8000,44.0,0.352,-1537743,0,9.83,34.6
8500,45.2,0.349,-1653680,0,9.77,34.6
9000,45.8,0.346,-1769025,0,9.70,34.5
9500,45.0,0.343,-1903092,0,9.62,34.3
10000,42.8,0.340,-2070863,0,9.57,34.2
