Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.0,0.030,123900,0,14.90,42.4,334338
1000,51.8,0.030,267600,0,14.92,42.4,334817
1500,51.8,0.030,414200,0,14.96,42.4,335290
2000,48.8,0.030,424700,0,14.99,42.5,335719
2500,51.8,0.030,572000,0,15.02,42.5,336180
3000,48.4,0.030,537600,0,15.05,42.5,336709
3500,52.6,0.030,714100,0,15.08,42.5,337143
4000,50.8,0.030,806500,0,15.11,42.5,337678
4500,50.0,0.030,860500,0,15.13,42.6,338145
5000,50.2,0.030,899300,0,15.16,42.6,338623
5500,49.2,0.030,925800,0,15.19,42.6,339080
6000,48.4,0.030,898600,0,15.21,42.6,339579
6500,51.6,0.030,1035800,0,15.24,42.7,339957
7000,50.6,0.030,1133500,0,15.27,42.7,340452
7500,51.6,0.030,1263600,0,15.30,42.7,340968
8000,51.4,0.030,1397500,0,15.33,42.7,341452
8500,54.2,0.030,1689800,0,15.36,42.7,341782
9000,52.6,0.030,1883500,0,15.39,42.8,342202
9500,50.4,0.030,1987700,0,15.42,42.8,342748
10000,45.8,0.030,1859500,0,15.45,42.8,343161
