Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.6,0.379,-78300,0,13.05,38.8,151014
1000,47.4,0.378,-169000,0,12.97,38.7,153284
1500,50.2,0.376,-105100,0,12.88,38.6,155529
2000,48.0,0.375,-155900,0,12.80,38.5,157688
2500,48.4,0.374,-151500,0,12.73,38.5,159811
3000,48.4,0.372,-192000,0,12.67,38.4,161840
3500,48.2,0.371,-244300,0,12.60,38.3,164011
4000,47.0,0.369,-310500,0,12.55,38.3,166075
4500,50.6,0.368,-243500,0,12.52,38.2,167990
5000,47.0,0.366,-364500,0,12.46,38.1,170042
5500,46.6,0.365,-502700,0,12.42,38.1,172030
6000,43.8,0.363,-766700,0,12.37,38.1,173910
6500,49.8,0.362,-720100,0,12.33,38.0,175897
7000,51.4,0.360,-614600,0,12.30,38.0,177662
7500,52.0,0.359,-468400,0,12.26,37.9,179759
8000,48.6,0.357,-485500,0,12.22,37.9,181549
8500,47.2,0.355,-580400,0,12.20,37.9,183214
9000,48.8,0.353,-571000,0,12.16,37.9,184916
9500,46.6,0.352,-707400,0,12.14,37.9,186623
10000,47.0,0.350,-823200,0,12.12,37.9,188158
