Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.2,0.030,185500,0,14.30,41.8,324210
1000,48.4,0.030,170400,0,14.34,41.9,324762
1500,50.8,0.030,252300,0,14.36,41.9,325268
2000,51.8,0.030,422500,0,14.40,41.9,325742
2500,56.2,0.030,831600,0,14.44,42.0,326273
3000,55.8,0.030,1192200,0,14.46,42.0,326749
3500,48.8,0.030,1198800,0,14.49,42.0,327200
4000,47.6,0.030,1109200,0,14.53,42.0,327673
4500,52.2,0.030,1282000,0,14.56,42.1,328141
5000,46.6,0.030,1170500,0,14.59,42.1,328670
5500,48.2,0.030,1128600,0,14.62,42.1,329154
6000,52.2,0.030,1263900,0,14.65,42.2,329663
6500,49.2,0.030,1291200,0,14.68,42.2,330161
7000,53.0,0.030,1516700,0,14.71,42.2,330715
7500,52.8,0.030,1721000,0,14.74,42.2,331208
8000,50.2,0.030,1820900,0,14.77,42.3,331754
8500,51.8,0.030,1969800,0,14.79,42.3,332284
9000,51.0,0.030,2076400,0,14.82,42.3,332789
9500,47.8,0.030,2018700,0,14.85,42.3,333308
10000,48.6,0.030,2030300,0,14.87,42.4,333805
