Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,53.4,0.135,224400,0,12.70,39.8,283063
1000,49.0,0.132,238600,0,12.71,39.8,284013
1500,49.4,0.128,232400,0,12.73,39.8,284812
2000,44.8,0.125,25500,0,12.75,39.9,285701
2500,49.6,0.121,68800,0,12.77,39.9,286619
3000,47.2,0.118,-15200,0,12.79,39.9,287478
3500,52.6,0.114,217300,0,12.81,40.0,288383
4000,46.2,0.111,78700,0,12.83,40.0,289160
4500,51.6,0.107,205600,0,12.86,40.0,290011
5000,51.4,0.103,308800,0,12.88,40.1,290807
5500,45.8,0.100,158900,0,12.90,40.1,291673
6000,45.6,0.096,-21700,0,12.92,40.1,292527
6500,42.0,0.093,-390300,0,12.94,40.2,293368
7000,49.0,0.089,-408100,0,12.96,40.2,294218
7500,51.2,0.085,-296900,0,12.98,40.3,294980
8000,47.6,0.081,-342200,0,13.00,40.3,295775
8500,50.8,0.077,-226300,0,13.02,40.3,296521
9000,50.0,0.074,-181600,0,13.05,40.4,297338
9500,51.8,0.069,-24400,0,13.08,40.4,298011
10000,46.4,0.065,-147200,0,13.10,40.5,298720
