Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.6,0.399,60800,0,18.15,48.5,90178
1000,51.0,0.399,197600,0,17.50,47.0,94416
1500,50.2,0.398,246700,0,16.96,45.8,98422
2000,51.6,0.397,386200,0,16.46,44.7,102448
2500,52.4,0.396,579000,0,16.08,44.0,105844
3000,49.8,0.395,653600,0,15.74,43.3,109330
3500,48.0,0.395,605200,0,15.44,42.7,112591
4000,49.8,0.394,664500,0,15.15,42.2,115708
4500,52.0,0.393,806500,0,14.89,41.7,118968
5000,51.8,0.392,951300,0,14.65,41.2,122020
5500,46.4,0.391,788400,0,14.44,40.9,124995
6000,48.6,0.390,799600,0,14.25,40.6,127777
6500,50.2,0.389,869700,0,14.07,40.3,130623
7000,51.2,0.387,1005400,0,13.92,40.0,133341
7500,49.2,0.386,1032100,0,13.75,39.8,136078
8000,49.2,0.385,1031800,0,13.60,39.5,138806
8500,51.6,0.384,1187700,0,13.48,39.4,141290
9000,48.4,0.383,1160100,0,13.36,39.2,143709
9500,49.6,0.382,1202700,0,13.25,39.1,146240
10000,50.8,0.380,1262100,0,13.15,39.0,148652
