Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,50.6,0.061,92900,0,13.13,40.5,299542
1000,51.0,0.057,177600,0,13.15,40.5,300234
1500,46.4,0.053,48000,0,13.18,40.6,300952
2000,47.6,0.049,-40800,0,13.20,40.6,301666
2500,48.4,0.044,-88300,0,13.22,40.6,302342
3000,52.0,0.040,76200,0,13.25,40.7,302980
3500,50.2,0.036,149400,0,13.27,40.7,303773
4000,52.0,0.031,326900,0,13.29,40.8,304420
4500,51.0,0.030,435000,0,13.32,40.8,305066
5000,50.0,0.030,498800,0,13.34,40.8,305664
5500,47.6,0.030,440700,0,13.38,40.9,306310
6000,48.4,0.030,418200,0,13.40,40.9,306959
6500,50.4,0.030,496400,0,13.43,40.9,307595
7000,50.0,0.030,552600,0,13.46,41.0,308186
7500,48.4,0.030,539500,0,13.49,41.0,308876
8000,49.4,0.030,555100,0,13.51,41.0,309557
8500,50.6,0.030,642800,0,13.55,41.1,310252
9000,48.4,0.030,618900,0,13.58,41.1,310896
9500,49.4,0.030,644300,0,13.61,41.1,311426
10000,47.8,0.030,588900,0,13.64,41.2,312024
