Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,53.0,0.030,228200,0,18.32,44.8,382126
1000,51.2,0.030,370000,0,18.35,44.8,382430
1500,51.8,0.030,547300,0,18.37,44.8,382822
2000,45.4,0.030,417900,0,18.41,44.8,383173
2500,52.4,0.030,605600,0,18.44,44.8,383466
3000,49.6,0.030,670800,0,18.47,44.9,383850
3500,50.8,0.030,779400,0,18.50,44.9,384186
4000,50.8,0.030,901200,0,18.53,44.9,384516
4500,47.2,0.030,847200,0,18.56,44.9,384882
5000,53.4,0.030,1084200,0,18.59,44.9,385222
5500,49.8,0.030,1136200,0,18.62,44.9,385575
6000,51.0,0.030,1263800,0,18.64,44.9,385964
6500,50.6,0.030,1383900,0,18.67,45.0,386323
7000,49.4,0.030,1422900,0,18.70,45.0,386730
7500,49.6,0.030,1514200,0,18.73,45.0,386984
8000,53.0,0.030,1755800,0,18.76,45.0,387350
8500,49.0,0.030,1782200,0,18.78,45.0,387690
9000,50.4,0.030,1874600,0,18.81,45.0,388058
9500,48.2,0.030,1846500,0,18.84,45.1,388304
10000,52.0,0.030,2039100,0,18.87,45.1,388573
