Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,45.6,0.030,-156200,0,19.47,45.4,395234
1000,52.2,0.030,19000,0,19.50,45.4,395615
1500,50.2,0.030,95700,0,19.52,45.4,395910
2000,51.6,0.030,273900,0,19.55,45.4,396243
2500,54.4,0.030,589000,0,19.58,45.4,396623
3000,51.8,0.030,742700,0,19.61,45.5,396897
3500,54.0,0.030,1045500,0,19.64,45.5,397219
4000,50.2,0.030,1145800,0,19.67,45.5,397583
4500,48.2,0.030,1111700,0,19.70,45.5,397872
5000,53.2,0.030,1356800,0,19.73,45.5,398232
5500,50.8,0.030,1457700,0,19.75,45.6,398641
6000,52.0,0.030,1652100,0,19.78,45.6,398978
6500,52.4,0.030,1829700,0,19.81,45.6,399301
7000,56.4,0.030,2235000,0,19.84,45.6,399602
7500,49.8,0.030,2289000,0,19.86,45.6,399944
8000,50.0,0.030,2366300,0,19.89,45.6,400280
8500,52.4,0.030,2561000,0,19.92,45.6,400611
9000,53.8,0.030,2866900,0,19.94,45.7,400944
9500,44.2,0.030,2629400,0,19.97,45.7,401266
10000,50.0,0.030,2696500,0,19.99,45.7,401611
