Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.8,0.030,145000,0,20.02,45.7,401958
1000,48.0,0.030,104100,0,20.04,45.7,402325
1500,50.2,0.030,194400,0,20.07,45.7,402686
2000,45.8,0.030,55200,0,20.10,45.8,402973
2500,50.6,0.030,150100,0,20.12,45.8,403286
3000,49.6,0.030,185600,0,20.15,45.8,403594
3500,55.0,0.030,518600,0,20.18,45.8,403892
4000,45.8,0.030,365500,0,20.21,45.8,404216
4500,47.4,0.030,325600,0,20.24,45.8,404551
5000,53.4,0.030,580100,0,20.26,45.9,404861
5500,45.8,0.030,445300,0,20.29,45.9,405144
6000,49.4,0.030,516400,0,20.33,45.9,405420
6500,51.8,0.030,663900,0,20.35,45.9,405727
7000,48.6,0.030,663100,0,20.38,45.9,406109
7500,45.4,0.030,501000,0,20.41,45.9,406414
8000,52.0,0.030,680300,0,20.43,45.9,406730
8500,55.8,0.030,1026300,0,20.46,46.0,407026
9000,49.2,0.030,1037100,0,20.49,46.0,407362
9500,47.2,0.030,962700,0,20.52,46.0,407659
10000,48.6,0.030,955700,0,20.54,46.0,407980
