Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.4,0.030,149700,0,16.06,43.3,352092
1000,53.2,0.030,398000,0,16.09,43.3,352503
1500,51.6,0.030,547700,0,16.11,43.3,352940
2000,54.0,0.030,808300,0,16.14,43.3,353317
2500,51.2,0.030,914500,0,16.17,43.4,353651
3000,51.4,0.030,1061700,0,16.20,43.4,354005
3500,54.6,0.030,1362700,0,16.23,43.4,354367
4000,51.8,0.030,1499600,0,16.26,43.4,354758
4500,47.0,0.030,1426700,0,16.29,43.4,355119
5000,47.8,0.030,1356200,0,16.31,43.5,355541
5500,51.4,0.030,1498000,0,16.34,43.5,355881
6000,51.4,0.030,1662600,0,16.37,43.5,356362
6500,49.4,0.030,1706300,0,16.40,43.5,356760
7000,44.6,0.030,1509100,0,16.43,43.5,357181
7500,50.6,0.030,1591900,0,16.45,43.6,357593
8000,53.6,0.030,1818700,0,16.48,43.6,357930
8500,49.8,0.030,1852100,0,16.51,43.6,358346
9000,51.6,0.030,2009200,0,16.54,43.6,358674
9500,54.2,0.030,2320900,0,16.56,43.6,359065
10000,52.6,0.030,2528600,0,16.59,43.6,359472
