Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,52.0,0.348,142600,0,12.09,37.9,189899
1000,49.6,0.346,181600,0,12.07,37.8,191570
1500,49.4,0.344,202800,0,12.06,37.9,193150
2000,49.0,0.342,215500,0,12.05,37.9,194629
2500,46.8,0.340,91800,0,12.03,37.8,196240
3000,48.4,0.338,59100,0,12.01,37.8,197826
3500,48.6,0.336,27100,0,12.00,37.8,199279
4000,47.0,0.334,-66900,0,11.99,37.8,200768
4500,49.6,0.332,-31300,0,11.98,37.8,202333
5000,43.4,0.330,-327300,0,11.97,37.9,203707
5500,48.0,0.328,-353800,0,11.95,37.9,205218
6000,50.0,0.326,-317700,0,11.95,37.9,206544
6500,50.0,0.324,-255400,0,11.94,37.9,208151
7000,47.2,0.322,-362400,0,11.93,37.9,209584
7500,49.6,0.320,-323600,0,11.93,37.9,210942
8000,48.0,0.318,-389400,0,11.92,37.9,212361
8500,47.8,0.315,-467700,0,11.92,38.0,213714
9000,47.6,0.313,-561600,0,11.92,38.0,215067
9500,50.2,0.311,-511800,0,11.91,38.0,216530
10000,46.8,0.309,-615100,0,11.92,38.0,217827
