Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,66.8,0.100,911700,0,9.34,43.4,58832
1000,64.8,0.087,1718000,0,9.48,43.6,59419
1500,67.2,0.073,2658600,0,9.62,43.8,59981
2000,67.4,0.060,3608400,0,9.75,43.9,60536
2500,61.4,0.050,4247700,0,9.89,44.0,61085
3000,69.8,0.050,5326000,0,10.01,44.1,61675
3500,68.6,0.050,6345300,0,10.15,44.2,62236
4000,72.6,0.050,7585300,0,10.29,44.4,62688
4500,71.2,0.050,8740900,0,10.42,44.5,63169
5000,66.8,0.050,9665900,0,10.56,44.7,63598
5500,67.6,0.050,10632800,0,10.70,44.8,64037
6000,70.4,0.050,11739300,0,10.83,44.9,64468
6500,71.4,0.050,12906000,0,10.96,45.0,64939
7000,67.2,0.050,13848900,0,11.08,45.1,65390
7500,67.6,0.050,14814600,0,11.21,45.2,65799
8000,65.0,0.050,15647000,0,11.34,45.3,66203
8500,70.6,0.050,16770500,0,11.46,45.5,66646
9000,66.6,0.050,17688700,0,11.60,45.7,67017
9500,68.4,0.050,18698500,0,11.73,45.8,67423
10000,65.4,0.050,19540500,0,11.86,45.9,67877
