Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.2,0.306,-92700,0,11.92,38.0,219011
1000,43.4,0.304,-406900,0,11.92,38.1,220309
1500,48.4,0.302,-441500,0,11.92,38.1,221528
2000,48.6,0.299,-487700,0,11.93,38.1,222888
2500,45.6,0.297,-664700,0,11.92,38.1,224213
3000,51.2,0.295,-524900,0,11.92,38.1,225567
3500,47.4,0.292,-619900,0,11.93,38.2,226791
4000,48.4,0.290,-649800,0,11.93,38.2,228026
4500,49.2,0.288,-639400,0,11.93,38.2,229351
5000,47.0,0.285,-751700,0,11.95,38.3,230430
5500,51.2,0.282,-637900,0,11.96,38.3,231566
6000,47.2,0.280,-728500,0,11.96,38.3,232837
6500,48.2,0.277,-783000,0,11.97,38.3,234031
7000,45.8,0.275,-942200,0,11.98,38.4,235064
7500,47.6,0.272,-994900,0,11.98,38.4,236396
8000,47.8,0.270,-1043500,0,12.00,38.4,237529
8500,47.2,0.267,-1113200,0,12.01,38.5,238679
9000,41.8,0.264,-1508200,0,12.03,38.5,239745
9500,45.2,0.262,-1691900,0,12.04,38.5,241016
10000,44.4,0.259,-1945100,0,12.05,38.6,242249
