Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,56.0,0.030,394400,0,18.90,45.1,388852
1000,51.4,0.030,536400,0,18.93,45.1,389161
1500,49.8,0.030,644100,0,18.96,45.1,389551
2000,48.2,0.030,617600,0,18.98,45.1,389858
2500,51.8,0.030,806300,0,19.01,45.2,390129
3000,51.6,0.030,985000,0,19.05,45.2,390428
3500,49.2,0.030,1021900,0,19.08,45.2,390744
4000,51.8,0.030,1167100,0,19.11,45.2,391030
4500,52.0,0.030,1357200,0,19.14,45.2,391316
5000,51.2,0.030,1482600,0,19.16,45.2,391682
5500,50.4,0.030,1600300,0,19.19,45.3,392017
6000,52.2,0.030,1834100,0,19.22,45.3,392336
6500,53.2,0.030,2095800,0,19.24,45.3,392693
7000,48.6,0.030,2067400,0,19.27,45.3,393009
7500,49.6,0.030,2136200,0,19.30,45.3,393307
8000,46.6,0.030,2033400,0,19.33,45.3,393641
8500,55.8,0.030,2424300,0,19.35,45.3,393956
9000,46.6,0.030,2340300,0,19.39,45.3,394284
9500,49.0,0.030,2335700,0,19.41,45.4,394583
10000,52.8,0.030,2517600,0,19.44,45.4,394911
