Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.6,0.030,47400,0,13.67,41.2,312674
1000,51.6,0.030,190400,0,13.70,41.2,313285
1500,49.8,0.030,254000,0,13.73,41.3,313948
2000,48.8,0.030,287800,0,13.76,41.3,314571
2500,49.4,0.030,309800,0,13.79,41.3,315196
3000,51.4,0.030,437600,0,13.82,41.4,315753
3500,48.0,0.030,428900,0,13.86,41.4,316381
4000,49.8,0.030,501400,0,13.89,41.4,317096
4500,54.8,0.030,831000,0,13.92,41.5,317630
5000,47.4,0.030,770100,0,13.97,41.5,318134
5500,52.2,0.030,991900,0,14.00,41.5,318707
6000,49.8,0.030,1049200,0,14.03,41.6,319225
6500,49.8,0.030,1088300,0,14.06,41.6,319743
7000,53.2,0.030,1346500,0,14.08,41.6,320346
7500,50.4,0.030,1428300,0,14.12,41.7,320937
8000,51.2,0.030,1553000,0,14.15,41.7,321526
8500,47.8,0.030,1489800,0,14.17,41.7,322102
9000,53.8,0.030,1761000,0,14.21,41.7,322628
9500,53.0,0.030,1954000,0,14.24,41.8,323116
10000,50.6,0.030,2065100,0,14.28,41.8,323644
